Time.Stamp, PM_2.5, PM_10
2019-10-22 13:10:19, 8.200000, 13.600000
2019-10-22 13:10:21, 8.300000, 13.400000
2019-10-22 13:10:23, 8.300000, 14.000000
2019-10-22 13:10:25, 8.500000, 14.400000
2019-10-22 13:10:27, 8.300000, 12.500000
2019-10-22 13:10:29, 8.400000, 13.700000
2019-10-22 13:10:32, 8.400000, 13.700000
2019-10-22 13:10:34, 8.300000, 13.300000
2019-10-22 13:10:36, 8.200000, 13.500000
2019-10-22 13:10:38, 8.400000, 14.400000
2019-10-22 13:10:40, 8.400000, 13.600000
2019-10-22 13:10:42, 8.400000, 13.500000
2019-10-22 13:10:44, 8.500000, 13.700000
2019-10-22 13:10:46, 8.500000, 14.000000
2019-10-22 13:10:48, 8.600000, 13.800000
2019-10-22 13:10:50, 8.400000, 13.400000
2019-10-22 13:10:53, 8.400000, 13.500000
2019-10-22 13:10:55, 8.100000, 13.200000
2019-10-22 13:10:57, 8.300000, 13.700000
2019-10-22 13:10:59, 8.200000, 12.700000
2019-10-22 13:11:01, 8.500000, 13.200000
2019-10-22 13:11:03, 8.500000, 14.000000
2019-10-22 13:11:05, 8.700000, 13.900000
2019-10-22 13:11:07, 8.600000, 12.500000
2019-10-22 13:11:09, 8.500000, 12.100000
2019-10-22 13:11:11, 8.700000, 12.800000
2019-10-22 13:11:14, 8.700000, 12.700000
2019-10-22 13:11:16, 8.600000, 11.600000
2019-10-22 13:11:18, 8.400000, 11.400000
2019-10-22 13:11:20, 8.500000, 11.300000
2019-10-22 13:11:22, 8.600000, 11.900000
2019-10-22 13:11:24, 8.600000, 11.400000
2019-10-22 13:11:26, 8.600000, 12.500000
2019-10-22 13:11:28, 8.600000, 12.600000
2019-10-22 13:11:30, 8.500000, 14.700000
2019-10-22 13:11:33, 8.300000, 13.300000
2019-10-22 13:11:35, 8.400000, 13.800000
2019-10-22 13:11:37, 8.600000, 13.700000
2019-10-22 13:11:39, 8.600000, 14.300000
2019-10-22 13:11:41, 8.400000, 13.800000
2019-10-22 13:11:43, 8.400000, 14.100000
2019-10-22 13:11:45, 8.400000, 14.100000
2019-10-22 13:11:47, 8.300000, 14.000000
2019-10-22 13:11:49, 8.400000, 14.000000
2019-10-22 13:11:51, 8.300000, 14.200000
2019-10-22 13:11:54, 8.300000, 13.400000
2019-10-22 13:11:56, 8.300000, 12.300000
2019-10-22 13:11:58, 8.500000, 12.300000
2019-10-22 13:12:00, 8.500000, 10.200000
2019-10-22 13:12:02, 8.600000, 10.300000
2019-10-22 13:12:04, 8.600000, 10.300000
2019-10-22 13:12:06, 8.400000, 10.800000
2019-10-22 13:12:08, 8.300000, 10.900000
2019-10-22 13:12:10, 8.400000, 10.600000
2019-10-22 13:12:12, 8.500000, 11.000000
2019-10-22 13:12:15, 8.500000, 10.900000
2019-10-22 13:12:17, 8.500000, 11.100000
2019-10-22 13:12:19, 8.500000, 11.200000
